place_id,keyword
1094913642,삼덕동 맛집
1094913642,대구 시내 맛집
1094913642,대구 횟집
1094913642,대구 방어 맛집
1094913642,대구 맛집
1094913642,삼덕동 횟집
1480703327,수성못 맛집
1480703327,수성구 횟집
1480703327,대구 횟집
1480703327,대구 방어 맛집
1480703327,대구 맛집
1480703327,수성못 횟집
2039347115,범어동 횟집
2039347115,범어동 맛집
2039347115,대구 횟집
2039347115,수성구 횟집
